,timestamp,attention,meditation,theta,delta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,poor_signal,blink_strength,IBI,BPM,CVNN,SDNN,RMSSD,SDNN_over_RMSSD,pNN10,pNN20,pNN30,pNN40,pNN50,LF,HF,LF_over_HF,stimu_num
341,2023-09-19_14:21:12.512037,48,66,14767,40456,19228,11696,7862,3888,3562,3083,0,0,794,80,0.079635548,61.60606031,98.00492598,0.628601672,0.8,0.7,0.5,0.4,0.3,0.0,0.0,0.0,1
342,2023-09-19_14:21:13.527732,47,67,9415,9875,15689,3127,6672,13492,5164,1604,0,0,728,80,0.080150616,61.92970926,97.97888583,0.632071989,0.833333333,0.7,0.5,0.4,0.333333333,0.0,0.0,0.0,1
343,2023-09-19_14:21:14.556710,51,54,43433,14514,7383,5261,4527,21214,1526,2131,0,0,722,80,0.08115554,62.53304904,97.98240518,0.63820692,0.8,0.666666667,0.466666667,0.4,0.333333333,0.0,0.0,0.0,1
344,2023-09-19_14:21:15.576771,53,50,23331,26987,7121,10666,6581,8113,1652,1780,0,0,752,80,0.0812602,62.51076352,97.83025412,0.638971697,0.833333333,0.7,0.5,0.4,0.333333333,0.0,0.0,0.0,1
345,2023-09-19_14:21:16.596512,42,53,49686,120519,25827,20809,12856,14315,8935,10080,0,0,754,91,0.09838754507554989,71.05671066267936,71.08970442213261,,0.6896720307700391,0.577299928675878,0.457573932273551,0.36565576979684317,0.29067125894336115,85.01925600710464,90.62155408472586,0.7213110435853028,1
346,2023-09-19_14:21:17.621483,39,50,33625,72757,17574,12711,9289,10003,5444,766,0,0,735,86,0.09058382211857745,66.01963485097586,65.46989292511518,,0.6441660993039535,0.5381439929980356,0.42618445375956043,0.3398656632645807,0.26959770277611844,69.65270900477528,82.24475876732842,0.6083432996261018,1
347,2023-09-19_14:21:18.644401,39,50,33082,71140,17295,12437,9168,9857,5326,451,0,0,735,86,0.09031972826059824,65.84916995987436,65.27970707311268,,0.6426260860220778,0.5368188764898044,0.42512216995906893,0.33899287360131947,0.2688845307708801,69.13267379798489,81.96127097501807,0.6045202413891693,1
348,2023-09-19_14:21:19.661551,51,62,90814,242829,46959,41547,21992,25360,17876,33933,0,0,800,104,0.11837129349170855,83.95563805018534,85.48089946094296,,0.8062034723493053,0.6775703216536504,0.5379560069572178,0.43169899088610286,0.3446363531685088,124.36985968855097,112.07282434118193,1.0105984756057669,1
349,2023-09-19_14:21:20.689372,19,30,0,0,0,0,0,0,0,0,0,0,631,58,0.04608840841348191,37.29914165286389,33.42674648293864,,0.38469952703025606,0.3148839456332026,0.24720733730268935,0.19281515083881567,0.14944010555372633,0.0,34.4817903449959,0.0,1
350,2023-09-19_14:21:21.721867,61,73,140697,391175,72590,66699,33071,38755,28720,62864,0,0,857,119,0.14260897072724416,99.60035255480666,102.93553975766946,,0.9475408936364001,0.7991852144487595,0.6354489667930252,0.5118007937621969,0.41008896538998635,172.0970033250856,138.09041393152216,1.3614663538232192,1
351,2023-09-19_14:21:22.738814,38,51,26291,13300,12797,1297,6478,6907,2693,1598,0,0,786,80,0.080641858,60.75557588,98.31406396,0.617974412,0.866666667,0.733333333,0.533333333,0.366666667,0.333333333,0.0,0.0,0.0,1
352,2023-09-19_14:21:23.776564,56,48,6790,17133,8287,5778,7469,10091,3297,3843,0,0,700,80,0.081937575,61.54604419,94.70899167,0.649843728,0.866666667,0.766666667,0.566666667,0.366666667,0.333333333,0.0,0.0,0.0,1
353,2023-09-19_14:21:24.793870,56,47,20667,17714,9665,12684,3484,8396,2471,1487,0,0,754,80,0.073185202,55.33289156,58.67032381,0.943115496,0.866666667,0.766666667,0.566666667,0.366666667,0.333333333,0.0,0.0,0.0,1
354,2023-09-19_14:21:25.812529,56,56,10706,14394,15005,4746,1247,5856,2377,1962,0,0,770,80,0.039083264,29.2368869,37.39076043,0.781928117,0.866666667,0.733333333,0.533333333,0.333333333,0.3,0.0,0.0,0.0,1
355,2023-09-19_14:21:26.837016,54,57,15194,3241,9640,6278,8156,7519,3056,2511,0,0,774,80,0.039334144,29.43505091,37.17433301,0.791811138,0.833333333,0.7,0.5,0.3,0.266666667,0.0,0.0,0.0,1
356,2023-09-19_14:21:27.874805,50,57,11319,8404,8888,5135,6356,5643,5412,1690,0,0,788,79,0.040856025,30.64201908,35.89063849,0.853760768,0.833333333,0.7,0.5,0.266666667,0.233333333,0.0,0.0,0.0,1
357,2023-09-19_14:21:28.900694,57,48,19677,8742,1043,5789,2991,17104,2700,1158,0,0,820,78,0.043742888,32.87423848,35.07430536,0.937274114,0.833333333,0.7,0.5,0.266666667,0.233333333,0.0,0.0,0.0,1
358,2023-09-19_14:21:29.925947,64,47,10893,38805,31590,8685,6794,19370,2086,1313,0,0,792,77,0.044010486,33.17803825,35.26256196,0.940885642,0.833333333,0.7,0.466666667,0.233333333,0.2,0.0,0.0,0.0,1
359,2023-09-19_14:21:30.958270,69,51,4420,6162,11243,4389,2788,9406,1903,2761,0,0,744,77,0.041986866,31.72247713,35.47898844,0.894120112,0.8,0.666666667,0.466666667,0.266666667,0.2,0.0,0.0,0.0,1
360,2023-09-19_14:21:31.977807,75,48,10692,8705,4404,4907,8983,7260,1830,1368,0,0,812,76,0.043896503,33.25891693,37.65725648,0.883200744,0.833333333,0.7,0.5,0.3,0.233333333,0.0,0.0,0.0,1
361,2023-09-19_14:21:33.006585,64,61,9541,14395,16910,3713,4995,6242,2440,1441,0,0,838,76,0.047529143,36.15700332,37.7834118,0.956954431,0.866666667,0.733333333,0.5,0.3,0.233333333,0.0,0.0,0.0,1
362,2023-09-19_14:21:34.021638,63,61,11168,4382,14628,6996,3578,11534,2092,1693,0,0,760,76,0.046645278,35.59656663,38.14491425,0.933192991,0.866666667,0.766666667,0.533333333,0.333333333,0.266666667,0.0,0.0,0.0,1
363,2023-09-19_14:21:35.037952,49,60,80939,213463,41885,36568,19798,22708,15730,28206,0,0,789,101,0.11357333514884939,80.85869572565245,82.02567410170347,,0.7782250875794815,0.6534961010164219,0.5186568325574351,0.4158424750305347,0.3316797111677836,114.92205473733992,106.92252425990849,0.9411425847967847,1
364,2023-09-19_14:21:36.071647,37,48,27425,54317,14388,9585,7912,8337,4096,0,0,0,728,84,0.08757099046615768,64.07493979647255,63.300217495553866,,0.626597342513149,0.5230268184083212,0.4140657233867192,0.3299087171110459,0.261461704432791,63.72005103469078,79.01067751953795,0.5647291430780872,1
365,2023-09-19_14:21:37.105755,56,68,115044,314885,59409,53764,27373,31866,23144,47986,0,0,828,111,0.13014432952885985,91.55478981146922,93.95919163522743,,0.874855700780312,0.7366426701141678,0.5853115401777319,0.4706070678745373,0.37642883703240726,147.55250118191196,124.7104222789003,1.1810265300101144,1
366,2023-09-19_14:21:38.123731,52,63,95712,257397,49476,44017,23080,26675,18941,36774,0,0,806,105,0.12075149253599013,85.49198718752606,87.19498772727387,,0.8200831519819536,0.689513200865563,0.5475300534951901,0.4395651833763379,0.3510639593925444,129.0567816475338,114.62781512167822,1.0450545573617311,1
367,2023-09-19_14:21:39.146846,0,0,0,0,0,0,0,0,0,0,0,0,465,12,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
368,2023-09-19_14:21:40.163253,53,65,102034,276198,52724,47205,24484,28373,20316,40441,0,0,813,107,0.12382326167898308,87.47472467508415,89.40710669166525,,0.8379955915792333,0.7049261000219518,0.5598858523934284,0.44971690888954596,0.3593591154257077,135.10549521365695,117.9251619797133,1.0895219009566692,1
369,2023-09-19_14:21:41.190968,57,37,16669,5416,5727,4870,3692,9885,7982,5090,0,0,818,73,0.056522517,44.34756664,42.89039761,1.033974249,0.866666667,0.8,0.533333333,0.4,0.333333333,0.0,0.0,0.0,1
370,2023-09-19_14:21:42.206697,47,41,55804,19758,5688,20783,14100,13773,9908,3428,0,0,870,72,0.058016665,45.78675209,41.50945052,1.103044042,0.866666667,0.8,0.566666667,0.433333333,0.366666667,0.0,0.0,0.0,1
371,2023-09-19_14:21:43.221399,47,37,86324,953373,35457,7354,18485,24186,21029,7833,0,0,864,71,0.062229057,49.40157442,40.32283515,1.225151313,0.8,0.733333333,0.5,0.4,0.333333333,0.0,0.0,0.0,1
372,2023-09-19_14:21:44.236878,54,29,33984,2307,7501,4487,6480,20360,5388,3476,0,0,800,71,0.060583511,48.22447511,41.87337233,1.151674022,0.8,0.733333333,0.5,0.4,0.366666667,0.0,0.0,0.0,1
373,2023-09-19_14:21:45.263359,34,45,11378,6596,6143,1493,4348,4028,608,0,0,0,710,79,0.07977412989477535,59.04229345473576,57.68534791070437,,0.5811314277480764,0.4839053154147559,0.38270384794195894,0.3041412897098098,0.24040667978812696,48.367016963471336,70.64124853226195,0.45186073993641224,1
374,2023-09-19_14:21:46.289917,77,90,215625,614003,111089,104480,49714,58876,45009,106320,0,0,942,143,0.1790160771180776,123.10007902978776,129.1539327217016,,1.1598420346987561,0.9818613965628535,0.7818919005200058,0.6321206920374276,0.5084045008907063,243.7873381381239,177.17110400935687,1.8885005265805113,1
375,2023-09-19_14:21:47.313549,53,64,100193,270722,51778,46276,24075,27878,19915,39373,0,0,811,107,0.12292858155728043,86.8972347225207,88.76280734098094,,0.8327784340088337,0.7004369558671951,0.5562871159170151,0.44676012841716983,0.3569430773499876,133.34375351447093,116.96478033938979,1.0765703910848858,1
376,2023-09-19_14:21:48.337034,83,96,243167,695912,125241,118368,55832,66272,50997,122294,0,0,974,151,0.192398931691732,131.73832175523853,138.79152754799384,,1.2378816148334124,1.0490111654310232,0.8357227231173474,0.6763489721882425,0.5445442176760087,270.13992202216065,191.53673873833398,2.0822325308117775,1
377,2023-09-19_14:21:49.357185,27,37,0,0,0,0,0,0,0,0,0,0,671,69,0.06332739832084526,48.42640738991783,45.84131760655959,,0.48522542955068143,0.4013822469805854,0.3165489715820817,0.24978736636605478,0.1959931192988853,15.98126017033924,52.986738653500154,0.21377563983051895,1
378,2023-09-19_14:21:50.390853,8,18,0,0,0,0,0,0,0,0,0,0,571,41,0.020482914943420527,20.771541619402868,14.987080264228723,,0.23538594459934264,0.1864059024170055,0.14421251142916303,0.10819292526198249,0.08029377529488682,0.0,6.995937889403862,0.0,1
379,2023-09-19_14:21:51.414518,56,67,113860,311366,58801,53168,27111,31548,22886,47299,0,0,827,111,0.12956930151969615,91.18362598466747,93.54508813170443,,0.871502533923882,0.7337574113903617,0.5829985634821075,0.4687066885687707,0.3748760031971131,146.42019612967087,124.0931666483386,1.1727023471467886,1
380,2023-09-19_14:21:52.436901,58,70,126392,348635,65240,59487,29894,34914,25611,54568,0,0,841,115,0.13565846563331463,95.11400401568103,97.93016877611203,,0.9070103404372455,0.764310382027491,0.6074914481176152,0.48883044130173237,0.39131948058187166,158.41055343383601,130.62949318313053,1.260849906498342,1
381,2023-09-19_14:21:53.464414,43,54,52122,127764,27078,22038,13398,14970,9465,11493,0,0,756,92,0.0995713041771195,71.82079267459557,71.94218253359043,,0.6965748976254357,0.5832395546075887,0.4623354520109041,0.36956791192520233,0.2938679400727346,87.3502318725987,91.89224344077164,0.7384472996816329,1
382,2023-09-19_14:21:54.490223,12,22,0,0,0,0,0,0,0,0,0,0,594,47,0.030069688830500985,26.95952485831814,21.89094684265261,,0.2912893996414721,0.23450846881387488,0.1827740844893816,0.13987574142700412,0.1061823696345332,0.0,17.286723844906263,0.0,1
383,2023-09-19_14:21:55.513491,33,44,8210,0,4516,0,3644,3178,0,0,0,0,706,78,0.07823474070857483,58.048662584270204,56.57676459800944,,0.5721547714529827,0.47618128109288416,0.3765118516279769,0.2990538447395533,0.23624963773813235,45.33575913755217,68.98881312448069,0.4295763348647424,1
384,2023-09-19_14:21:56.530072,35,81,16868,11609,22929,39492,2644,9362,9522,1146,0,0,786,73,0.04349194,35.85185568,44.49254103,0.805794743,0.866666667,0.766666667,0.533333333,0.4,0.366666667,0.0,0.0,0.0,1
385,2023-09-19_14:21:57.557011,35,70,72405,22649,17646,26961,8597,9510,5017,4452,0,0,744,74,0.046917021,38.52825803,43.95765988,0.876485649,0.866666667,0.766666667,0.566666667,0.433333333,0.366666667,0.0,0.0,0.0,1
386,2023-09-19_14:21:58.580654,37,80,8427,8987,32113,8788,3654,10620,6037,956,0,0,816,75,0.049281135,40.46309704,47.08612798,0.859342205,0.866666667,0.766666667,0.566666667,0.433333333,0.366666667,0.0,0.0,0.0,1
387,2023-09-19_14:21:59.590601,26,80,43980,181317,37732,15934,11944,4755,2708,3635,0,0,804,75,0.048688678,40.00911007,44.21577188,0.904860605,0.866666667,0.733333333,0.566666667,0.433333333,0.366666667,0.0,0.0,0.0,1
388,2023-09-19_14:22:00.621721,27,74,16064,33843,15414,15937,3588,7458,1400,1574,0,0,742,76,0.050584528,41.34779317,44.73677805,0.924246112,0.866666667,0.733333333,0.566666667,0.433333333,0.366666667,0.0,0.0,0.0,1
389,2023-09-19_14:22:01.637645,37,61,47810,217781,1816,6123,10815,14220,11399,5825,0,0,684,78,0.060616714,49.16823726,44.66735289,1.10076452,0.833333333,0.7,0.566666667,0.433333333,0.366666667,0.0,0.0,0.0,1
390,2023-09-19_14:22:02.661711,40,53,23624,8973,15013,23444,13943,19896,26707,3575,0,0,734,79,0.062423819,50.38434501,45.52528665,1.106733175,0.833333333,0.7,0.566666667,0.433333333,0.366666667,0.0,0.0,0.0,1
391,2023-09-19_14:22:03.690653,47,43,68970,90875,12534,11485,5421,10827,2144,3097,0,0,780,79,0.061205897,49.21770233,45.37962478,1.084577111,0.833333333,0.733333333,0.6,0.466666667,0.366666667,0.0,0.0,0.0,1
392,2023-09-19_14:22:04.721785,54,37,3557,6731,2420,5524,5671,5705,10045,906,0,0,824,78,0.061255678,49.26589986,44.91063924,1.096976144,0.833333333,0.733333333,0.6,0.433333333,0.333333333,0.0,0.0,0.0,1
393,2023-09-19_14:22:05.745345,57,50,13546,3822,8193,7811,6154,10933,1069,2746,0,0,842,77,0.060083217,48.26685083,45.02872646,1.071912413,0.833333333,0.7,0.566666667,0.4,0.3,0.0,0.0,0.0,1
394,2023-09-19_14:22:06.756831,66,54,6551,13719,6778,11845,7606,9765,3609,2143,0,0,704,82,0.064563841,51.17330033,50.42714102,1.01479678,0.866666667,0.733333333,0.6,0.433333333,0.333333333,0.0,0.0,0.0,1
395,2023-09-19_14:22:07.773006,66,56,5304,20267,6386,3613,2488,7528,3452,1424,0,0,704,110,0.069064068,53.44638019,48.40775088,1.104087243,0.733333333,0.6,0.533333333,0.366666667,0.266666667,0.0,0.0,0.0,1
396,2023-09-19_14:22:08.790650,53,50,59434,126299,11936,3759,3173,4988,2352,1196,0,0,704,155,0.071449072,54.48706268,47.03483669,1.158440563,0.633333333,0.533333333,0.466666667,0.3,0.233333333,0.0,0.0,0.0,1
397,2023-09-19_14:22:09.814717,54,57,15973,27941,8232,33556,7730,20525,5453,1865,0,0,704,214,0.070812895,53.21825084,42.7873652,1.243784248,0.566666667,0.466666667,0.4,0.3,0.233333333,0.0,0.0,0.0,-99
398,2023-09-19_14:22:10.834322,54,54,10780,25454,11611,10782,8876,14123,2823,1208,0,0,680,186,0.067026624,49.94823988,42.4962473,1.175356486,0.566666667,0.466666667,0.366666667,0.266666667,0.2,0.0,0.0,0.0,-99
399,2023-09-19_14:22:11.853023,82,95,240694,688556,123970,117121,55282,65608,50459,120859,0,0,971,150,0.19119698815487599,130.9625022201381,137.92595400771916,,1.2308727088899478,1.0429802973342153,0.830888058812477,0.6723767332925004,0.5412984304058239,267.77313863491315,190.24652955909656,2.064833034382493,-99
400,2023-09-19_14:22:12.871231,17,27,0,0,0,0,0,0,0,0,0,0,618,54,0.040324336365001094,33.57860107852459,29.275779239957906,,0.3510874332834644,0.28596215591601276,0.2240220939622368,0.17376577748079097,0.13387452272416625,0.0,28.294429259641817,0.0,-99
401,2023-09-19_14:22:13.896970,43,55,55850,138849,28994,23917,14225,15971,10275,13655,0,0,761,93,0.10138242562914596,72.98981880588701,73.24645245894692,,0.7071361091301362,0.5923270318887941,0.469620456644983,0.3755533903241881,0.298758781259104,90.91656592532483,93.8363659810289,0.7646653376104061,-99
402,2023-09-19_14:22:14.914772,49,60,82279,217446,42573,37243,20096,23068,16021,28983,0,0,791,101,0.11422401924645303,81.27869335334515,82.49426095349223,,0.7820194285773469,0.6567609714907894,0.5212741262022429,0.41799288609568575,0.3334368504144723,116.2033364825563,107.62099184159541,0.9505619753801903,-99
403,2023-09-19_14:22:15.925454,66,78,160939,451374,82991,76906,37568,44191,33121,74604,0,0,880,126,0.15244474369703126,105.94905744716264,110.01872176226325,,1.0048963396391573,0.8485371578570963,0.6750121068488583,0.544306513675192,0.43664996906347786,191.46492149412217,148.64848440770191,1.5038503272956467,-99
404,2023-09-19_14:22:16.947580,34,45,10485,3941,5685,1043,4149,3789,414,0,0,0,709,79,0.07934022193407352,58.76221850776395,57.37287129414012,,0.5786011757092537,0.48172814020069166,0.3809585086103864,0.30270729050284173,0.2392349334522202,47.51259566871584,70.17547620879152,0.4455794298903364,-99
405,2023-09-19_14:22:17.971811,66,57,8466,10772,23300,8102,5538,19027,3242,1850,0,0,540,98,0.095813584,67.06312118,52.7570881,1.271167981,0.4,0.333333333,0.2,0.166666667,0.166666667,0.0,0.0,0.0,-99
406,2023-09-19_14:22:18.987126,60,61,36325,11211,6985,16004,8702,11552,5376,4842,0,0,540,102,0.102487125,69.81422969,52.63930615,1.326275644,0.366666667,0.3,0.166666667,0.166666667,0.166666667,0.0,0.0,0.0,-99
407,2023-09-19_14:22:20.004275,66,64,5675,9004,37340,7548,9823,31004,18155,11889,0,0,744,101,0.102105902,68.66281543,59.5755099,1.152534247,0.333333333,0.3,0.166666667,0.166666667,0.166666667,0.0,0.0,0.0,-99
408,2023-09-19_14:22:21.018216,66,74,5612,4618,13935,37668,2619,17543,6359,2458,0,0,700,102,0.102040623,68.6053124,60.13318551,1.140889374,0.366666667,0.333333333,0.2,0.2,0.166666667,0.0,0.0,0.0,-99
409,2023-09-19_14:22:22.037484,51,66,352810,697132,157047,48225,24126,43883,8602,7346,0,0,746,102,0.103390614,69.65770277,60.73685469,1.146877018,0.4,0.366666667,0.233333333,0.233333333,0.166666667,0.0,0.0,0.0,-99
410,2023-09-19_14:22:23.058743,38,69,105296,1012858,60748,14094,20197,6598,6138,5020,0,0,748,101,0.106236766,71.90104311,60.75161414,1.183524819,0.4,0.366666667,0.233333333,0.233333333,0.166666667,0.0,0.0,0.0,-99
411,2023-09-19_14:22:24.078133,21,66,80310,403026,34299,27321,10616,11208,4783,2227,0,0,728,98,0.106746546,72.33145927,60.86502875,1.188391113,0.433333333,0.4,0.233333333,0.233333333,0.166666667,0.0,0.0,0.0,-99
412,2023-09-19_14:22:25.096421,8,70,6501,7763,44221,9183,5298,3819,3095,2916,0,0,746,94,0.107849448,73.22977536,60.95673989,1.20134009,0.466666667,0.4,0.233333333,0.233333333,0.166666667,0.0,0.0,0.0,-99
413,2023-09-19_14:22:26.109423,10,67,28728,29083,11938,3160,10342,3785,3597,2167,0,0,824,82,0.116862714,80.17561281,61.87863539,1.295691353,0.533333333,0.466666667,0.266666667,0.266666667,0.2,0.0,0.0,0.0,-99
414,2023-09-19_14:22:27.126410,21,69,13313,4775,15059,2632,5777,6140,5637,3855,0,0,776,79,0.118726019,81.73890682,62.51730795,1.307460438,0.566666667,0.5,0.3,0.3,0.2,0.0,0.0,0.0,-99
415,2023-09-19_14:22:28.141017,26,78,12821,11175,32228,8164,2015,7130,4271,1989,0,0,774,79,0.120347703,83.13619348,62.51841108,1.329787371,0.566666667,0.5,0.3,0.3,0.2,0.0,0.0,0.0,-99
416,2023-09-19_14:22:29.160388,24,80,14278,15700,100820,6304,8055,5902,2839,946,0,0,750,78,0.122167278,84.95512541,62.2774659,1.364139086,0.566666667,0.5,0.3,0.3,0.2,39.33559516,86.44188737,0.455052479,-99
417,2023-09-19_14:22:30.178406,24,100,7200,6815,45475,8825,2951,6127,5486,2013,0,0,578,83,0.130654412,89.72473956,69.99014709,1.281962437,0.566666667,0.5,0.333333333,0.333333333,0.233333333,38.96378632,87.1508407,0.447084457,-99
418,2023-09-19_14:22:31.197260,21,100,37116,10004,74201,6933,10306,14608,11101,2972,0,0,578,87,0.134393711,91.71026842,69.99014709,1.310331128,0.566666667,0.5,0.333333333,0.333333333,0.233333333,38.71793011,86.11574491,0.449603381,-99
419,2023-09-19_14:22:32.215649,24,91,18909,103138,7051,5078,3921,5983,4473,1085,0,0,710,88,0.132893592,91.32447646,74.74093187,1.221880356,0.6,0.533333333,0.366666667,0.333333333,0.233333333,38.11062747,78.31913207,0.486606867,-99
420,2023-09-19_14:22:33.233310,41,70,5915,114332,1708,4169,2904,4583,1690,1530,0,0,754,89,0.131189727,90.80078316,75.18620563,1.207678754,0.633333333,0.566666667,0.4,0.366666667,0.233333333,37.69553871,74.79328129,0.503996322,-99
421,2023-09-19_14:22:34.251867,43,57,81532,282429,45889,29951,11616,19098,5570,5577,0,0,750,90,0.129148757,90.05973326,72.14449103,1.248324466,0.666666667,0.566666667,0.366666667,0.333333333,0.2,37.5724832,92.33381542,0.406920076,-99
422,2023-09-19_14:22:35.263746,41,43,91292,64623,11823,12304,8195,11032,6468,3419,0,0,598,92,0.132302387,91.77375563,76.76834836,1.195463464,0.666666667,0.6,0.4,0.366666667,0.233333333,36.9445182,72.01890956,0.512983582,-99
423,2023-09-19_14:22:36.289174,38,38,108880,140302,9901,22510,16952,18743,3190,2832,0,0,710,89,0.135030837,93.81042349,90.60258046,1.035405648,0.666666667,0.6,0.433333333,0.4,0.266666667,36.92424799,95.34957108,0.387251328,-99
424,2023-09-19_14:22:37.300279,34,35,65898,39669,12593,14230,9164,15676,4386,1979,0,0,700,86,0.135013269,93.71721056,84.37845778,1.110676979,0.666666667,0.566666667,0.433333333,0.4,0.266666667,36.35680354,82.03438862,0.443189791,-99
425,2023-09-19_14:22:38.320267,27,35,37431,434981,20504,19763,13369,5972,4510,2109,0,0,552,84,0.134020849,93.08194717,88.74139103,1.048912419,0.666666667,0.566666667,0.433333333,0.4,0.266666667,36.15369661,85.05659857,0.425054578,-99
426,2023-09-19_14:22:39.340341,29,53,10245,30207,32204,10413,11668,4904,3031,1356,0,0,740,82,0.124445511,88.63009271,109.2923949,0.810944739,0.733333333,0.633333333,0.5,0.466666667,0.333333333,35.88926338,92.11564337,0.389610951,-99
427,2023-09-19_14:22:40.357921,29,70,9877,11528,36122,10014,7190,7932,1717,4434,0,0,644,84,0.116988932,83.72507921,110.7367179,0.756073331,0.766666667,0.666666667,0.533333333,0.5,0.366666667,35.31958726,71.65464149,0.492914158,-99
